"Superficial_x","Superficial_y","Wing_x","Wing_y","Basal_x","Basal_y","Stem_x","Stem_y"
1683.9,57,1683.9,364,1683.9,21,1683.9,4,
1684,57,1684,364,1684,21,1684,4,
1684.1,57,1684.1,364,1684.1,21,1684.1,4,
1684.2,57,1684.2,364,1684.2,21,1684.2,4,
1684.3,57,1684.3,364,1684.3,21,1684.3,4,
1684.4,57,1684.4,364,1684.4,21,1684.4,4,
1684.5,57,1684.5,364,1684.5,21,1684.5,4,
1684.6,57,1684.6,364,1684.6,21,1684.6,4,
1684.7,57,1684.7,364,1684.7,21,1684.7,4,
1684.8,57,1684.8,364,1684.8,21,1684.8,4,
1684.9,57,1684.9,364,1684.9,21,1684.9,4,
1685,57,1685,364,1685,21,1685,4,
1685.1,57,1685.1,364,1685.1,21,1685.1,4,
1685.2,57,1685.2,364,1685.2,21,1685.2,4,
1685.3,57,1685.3,365,1685.3,21,1685.3,4,
1685.4,57,1685.4,365,1685.4,21,1685.4,4,
1685.5,57,1685.5,365,1685.5,21,1685.5,4,
1685.6,57,1685.6,365,1685.6,21,1685.6,4,
1685.7,57,1685.7,364,1685.7,21,1685.7,4,
1685.8,57,1685.8,364,1685.8,21,1685.8,4,
1685.9,57,1685.9,364,1685.9,21,1685.9,4,
1686,57,1686,364,1686,21,1686,4,
1686.1,57,1686.1,364,1686.1,21,1686.1,4,
1686.2,58,1686.2,364,1686.2,20,1686.2,4,
1686.3,58,1686.3,365,1686.3,20,1686.3,4,
1686.4,58,1686.4,365,1686.4,20,1686.4,4,
1686.5,58,1686.5,365,1686.5,20,1686.5,4,
1686.6,58,1686.6,365,1686.6,20,1686.6,4,
1686.7,58,1686.7,365,1686.7,20,1686.7,4,
1686.8,58,1686.8,365,1686.8,20,1686.8,4,
1686.9,58,1686.9,365,1686.9,20,1686.9,4,
1687,58,1687,365,1687,20,1687,4,
1687.1,58,1687.1,365,1687.1,20,1687.1,4,
1687.2,58,1687.2,365,1687.2,20,1687.2,4,
1687.3,58,1687.3,365,1687.3,20,1687.3,4,
1687.4,58,1687.4,365,1687.4,20,1687.4,4,
1687.5,59,1687.5,363,1687.5,20,1687.5,4,
1687.6,59,1687.6,363,1687.6,20,1687.6,4,
1687.7,59,1687.7,363,1687.7,20,1687.7,4,
1687.8,59,1687.8,363,1687.8,20,1687.8,4,
1687.9,59,1687.9,363,1687.9,20,1687.9,4,
1688,59,1688,363,1688,20,1688,4,
1688.1,59,1688.1,363,1688.1,20,1688.1,4,
1688.2,59,1688.2,363,1688.2,20,1688.2,4,
1688.3,59,1688.3,363,1688.3,20,1688.3,4,
1688.4,59,1688.4,363,1688.4,20,1688.4,4,
1688.5,59,1688.5,363,1688.5,20,1688.5,4,
1688.6,59,1688.6,363,1688.6,20,1688.6,4,
1688.7,59,1688.7,363,1688.7,21,1688.7,4,
1688.8,59,1688.8,363,1688.8,21,1688.8,4,
1688.9,59,1688.9,363,1688.9,21,1688.9,4,
1689,59,1689,363,1689,21,1689,4,
1689.1,59,1689.1,363,1689.1,22,1689.1,4,
1689.2,59,1689.2,363,1689.2,22,1689.2,4,
1689.3,59,1689.3,363,1689.3,22,1689.3,4,
1689.4,59,1689.4,363,1689.4,22,1689.4,4,
1689.5,59,1689.5,363,1689.5,22,1689.5,4,
1689.6,59,1689.6,363,1689.6,22,1689.6,4,
1689.7,59,1689.7,363,1689.7,22,1689.7,4,
1689.8,59,1689.8,363,1689.8,22,1689.8,4,
1689.9,59,1689.9,363,1689.9,22,1689.9,4,
1690,59,1690,363,1690,22,1690,4,
1690.1,59,1690.1,363,1690.1,22,1690.1,4,
1690.2,59,1690.2,363,1690.2,22,1690.2,4,
1690.3,59,1690.3,363,1690.3,22,1690.3,4,
1690.4,59,1690.4,363,1690.4,22,1690.4,4,
1690.5,59,1690.5,363,1690.5,22,1690.5,4,
1690.6,59,1690.6,363,1690.6,22,1690.6,4,
1690.7,59,1690.7,363,1690.7,22,1690.7,4,
1690.8,59,1690.8,363,1690.8,22,1690.8,4,
1690.9,59,1690.9,363,1690.9,22,1690.9,4,
1691,59,1691,363,1691,22,1691,4,
1691.1,59,1691.1,364,1691.1,21,1691.1,4,
1691.2,59,1691.2,364,1691.2,21,1691.2,4,
1691.3,59,1691.3,364,1691.3,21,1691.3,4,
1691.4,59,1691.4,364,1691.4,21,1691.4,4,
1691.5,59,1691.5,364,1691.5,21,1691.5,4,
1691.6,59,1691.6,364,1691.6,21,1691.6,4,
1691.7,59,1691.7,366,1691.7,20,1691.7,4,
1691.8,59,1691.8,366,1691.8,20,1691.8,4,
1691.9,59,1691.9,365,1691.9,20,1691.9,4,
1692,59,1692,366,1692,20,1692,4,
1692.1,59,1692.1,366,1692.1,20,1692.1,4,
1692.2,59,1692.2,366,1692.2,20,1692.2,4,
1692.3,59,1692.3,366,1692.3,20,1692.3,4,
1692.4,59,1692.4,366,1692.4,20,1692.4,4,
1692.5,59,1692.5,366,1692.5,20,1692.5,4,
1692.6,59,1692.6,366,1692.6,20,1692.6,4,
1692.7,59,1692.7,366,1692.7,20,1692.7,4,
1692.8,59,1692.8,365,1692.8,20,1692.8,4,
1692.9,59,1692.9,365,1692.9,20,1692.9,4,
1693,59,1693,365,1693,20,1693,4,
1693.1,60,1693.1,364,1693.1,20,1693.1,4,
1693.2,60,1693.2,364,1693.2,20,1693.2,4,
1693.3,60,1693.3,364,1693.3,20,1693.3,4,
1693.4,60,1693.4,364,1693.4,20,1693.4,4,
1693.5,60,1693.5,364,1693.5,20,1693.5,4,
1693.6,60,1693.6,364,1693.6,20,1693.6,4,
1693.7,61,1693.7,363,1693.7,20,1693.7,4,
1693.8,61,1693.8,363,1693.8,20,1693.8,4,
1693.9,61,1693.9,363,1693.9,21,1693.9,4,
1694,61,1694,363,1694,21,1694,4,
1694.1,61,1694.1,363,1694.1,21,1694.1,4,
1694.2,61,1694.2,363,1694.2,21,1694.2,4,
1694.3,61,1694.3,363,1694.3,21,1694.3,4,
1694.4,61,1694.4,364,1694.4,21,1694.4,4,
1694.5,61,1694.5,364,1694.5,21,1694.5,4,
1694.6,61,1694.6,364,1694.6,21,1694.6,4,
1694.7,61,1694.7,365,1694.7,20,1694.7,4,
1694.8,61,1694.8,366,1694.8,21,1694.8,4,
1694.9,62,1694.9,366,1694.9,20,1694.9,4,
1695,62,1695,367,1695,20,1695,4,
1695.1,62,1695.1,368,1695.1,19,1695.1,4,
1695.2,62,1695.2,368,1695.2,19,1695.2,4,
1695.3,62,1695.3,368,1695.3,19,1695.3,4,
1695.4,62,1695.4,368,1695.4,19,1695.4,4,
1695.5,62,1695.5,368,1695.5,19,1695.5,4,
1695.6,62,1695.6,368,1695.6,19,1695.6,4,
1695.7,62,1695.7,368,1695.7,19,1695.7,4,
1695.8,62,1695.8,368,1695.8,19,1695.8,4,
1695.9,62,1695.9,368,1695.9,19,1695.9,4,
1696,62,1696,368,1696,19,1696,4,
1696.1,62,1696.1,368,1696.1,19,1696.1,4,
1696.2,62,1696.2,368,1696.2,19,1696.2,4,
1696.3,62,1696.3,368,1696.3,19,1696.3,4,
1696.4,62,1696.4,368,1696.4,19,1696.4,4,
1696.5,62,1696.5,368,1696.5,19,1696.5,4,
1696.6,62,1696.6,368,1696.6,19,1696.6,4,
1696.7,62,1696.7,370,1696.7,18,1696.7,4,
1696.8,62,1696.8,370,1696.8,18,1696.8,4,
1696.9,62,1696.9,371,1696.9,18,1696.9,4,
1697,62,1697,371,1697,18,1697,4,
1697.1,62,1697.1,371,1697.1,18,1697.1,4,
1697.2,62,1697.2,371,1697.2,18,1697.2,4,
1697.3,62,1697.3,371,1697.3,18,1697.3,4,
1697.4,62,1697.4,371,1697.4,18,1697.4,4,
1697.5,62,1697.5,371,1697.5,18,1697.5,4,
1697.6,62,1697.6,371,1697.6,18,1697.6,4,
1697.7,62,1697.7,371,1697.7,18,1697.7,4,
1697.8,62,1697.8,371,1697.8,18,1697.8,4,
1697.9,62,1697.9,371,1697.9,18,1697.9,4,
1698,62,1698,371,1698,18,1698,4,
1698.1,62,1698.1,370,1698.1,18,1698.1,4,
1698.2,62,1698.2,370,1698.2,18,1698.2,4,
1698.3,62,1698.3,370,1698.3,18,1698.3,4,
1698.4,62,1698.4,370,1698.4,18,1698.4,4,
1698.5,63,1698.5,368,1698.5,18,1698.5,4,
1698.6,63,1698.6,368,1698.6,18,1698.6,4,
1698.7,63,1698.7,368,1698.7,18,1698.7,4,
1698.8,63,1698.8,368,1698.8,18,1698.8,4,
1698.9,63,1698.9,368,1698.9,18,1698.9,4,
1699,63,1699,368,1699,18,1699,4,
1699.1,63,1699.1,368,1699.1,18,1699.1,4,
1699.2,63,1699.2,368,1699.2,18,1699.2,4,
1699.3,63,1699.3,368,1699.3,18,1699.3,4,
1699.4,63,1699.4,368,1699.4,18,1699.4,4,
1699.5,63,1699.5,368,1699.5,18,1699.5,4,
1699.6,63,1699.6,369,1699.6,18,1699.6,4,
1699.7,63,1699.7,369,1699.7,18,1699.7,4,
1699.8,63,1699.8,369,1699.8,18,1699.8,4,
1699.9,63,1699.9,369,1699.9,18,1699.9,4,
1700,63,1700,369,1700,18,1700,4,
1700.1,63,1700.1,369,1700.1,18,1700.1,4,
1700.2,63,1700.2,369,1700.2,18,1700.2,4,
1700.3,63,1700.3,369,1700.3,18,1700.3,4,
1700.4,63,1700.4,369,1700.4,18,1700.4,4,
1700.5,63,1700.5,369,1700.5,18,1700.5,4,
1700.6,63,1700.6,369,1700.6,18,1700.6,4,
1700.7,62,1700.7,369,1700.7,18,1700.7,4,
1700.8,62,1700.8,369,1700.8,18,1700.8,4,
1700.9,62,1700.9,369,1700.9,18,1700.9,4,
1701,62,1701,368,1701,18,1701,4,
1701.1,62,1701.1,368,1701.1,18,1701.1,4,
1701.2,62,1701.2,368,1701.2,18,1701.2,4,
1701.3,62,1701.3,368,1701.3,18,1701.3,4,
1701.4,62,1701.4,368,1701.4,18,1701.4,4,
1701.5,62,1701.5,368,1701.5,18,1701.5,4,
1701.6,62,1701.6,367,1701.6,18,1701.6,4,
1701.7,62,1701.7,367,1701.7,18,1701.7,4,
1701.8,62,1701.8,367,1701.8,18,1701.8,4,
1701.9,62,1701.9,367,1701.9,18,1701.9,4,
1702,62,1702,367,1702,18,1702,4,
1702.1,62,1702.1,367,1702.1,18,1702.1,4,
1702.2,62,1702.2,367,1702.2,18,1702.2,4,
1702.3,62,1702.3,367,1702.3,18,1702.3,4,
1702.4,62,1702.4,367,1702.4,18,1702.4,4,
1702.5,62,1702.5,367,1702.5,18,1702.5,4,
1702.6,62,1702.6,367,1702.6,18,1702.6,4,
1702.7,62,1702.7,367,1702.7,18,1702.7,4,
1702.8,62,1702.8,367,1702.8,18,1702.8,4,
1702.9,62,1702.9,367,1702.9,18,1702.9,4,
1703,62,1703,367,1703,18,1703,4,
1703.1,62,1703.1,367,1703.1,18,1703.1,4,
1703.2,62,1703.2,367,1703.2,18,1703.2,4,
1703.3,62,1703.3,367,1703.3,18,1703.3,4,
1703.4,62,1703.4,367,1703.4,18,1703.4,4,
1703.5,62,1703.5,367,1703.5,18,1703.5,4,
1703.6,62,1703.6,367,1703.6,18,1703.6,4,
1703.7,62,1703.7,367,1703.7,18,1703.7,4,
1703.8,62,1703.8,367,1703.8,18,1703.8,4,
1703.9,62,1703.9,367,1703.9,18,1703.9,4,
1704,62,1704,367,1704,18,1704,4,
1704.1,62,1704.1,367,1704.1,18,1704.1,4,
1704.2,62,1704.2,367,1704.2,18,1704.2,4,
1704.3,62,1704.3,367,1704.3,18,1704.3,4,
1704.4,61,1704.4,367,1704.4,18,1704.4,4,
1704.5,61,1704.5,369,1704.5,17,1704.5,4,
1704.6,61,1704.6,369,1704.6,17,1704.6,4,
1704.7,61,1704.7,369,1704.7,17,1704.7,4,
1704.8,60,1704.8,369,1704.8,17,1704.8,4,
1704.9,60,1704.9,369,1704.9,17,1704.9,4,
1705,60,1705,369,1705,17,1705,4,
1705.1,60,1705.1,369,1705.1,17,1705.1,4,
1705.2,60,1705.2,369,1705.2,17,1705.2,4,
1705.3,60,1705.3,369,1705.3,17,1705.3,4,
1705.4,60,1705.4,369,1705.4,17,1705.4,4,
1705.5,60,1705.5,369,1705.5,17,1705.5,4,
1705.6,60,1705.6,369,1705.6,17,1705.6,4,
1705.7,60,1705.7,369,1705.7,17,1705.7,4,
1705.8,60,1705.8,368,1705.8,17,1705.8,4,
1705.9,59,1705.9,368,1705.9,17,1705.9,4,
1706,59,1706,368,1706,17,1706,4,
1706.1,59,1706.1,367,1706.1,17,1706.1,4,
1706.2,60,1706.2,366,1706.2,17,1706.2,4,
1706.3,60,1706.3,366,1706.3,17,1706.3,4,
1706.4,60,1706.4,366,1706.4,17,1706.4,4,
1706.5,60,1706.5,366,1706.5,17,1706.5,4,
1706.6,61,1706.6,364,1706.6,17,1706.6,4,
1706.7,61,1706.7,364,1706.7,17,1706.7,4,
1706.8,61,1706.8,364,1706.8,17,1706.8,4,
1706.9,61,1706.9,364,1706.9,17,1706.9,4,
1707,61,1707,364,1707,17,1707,4,
1707.1,61,1707.1,364,1707.1,17,1707.1,4,
1707.2,61,1707.2,364,1707.2,17,1707.2,4,
1707.3,61,1707.3,364,1707.3,17,1707.3,4,
1707.4,61,1707.4,364,1707.4,17,1707.4,4,
1707.5,61,1707.5,364,1707.5,17,1707.5,4,
1707.6,60,1707.6,364,1707.6,17,1707.6,4,
1707.7,60,1707.7,364,1707.7,17,1707.7,4,
1707.8,60,1707.8,364,1707.8,17,1707.8,4,
1707.9,60,1707.9,364,1707.9,17,1707.9,4,
1708,60,1708,364,1708,17,1708,4,
1708.1,60,1708.1,364,1708.1,17,1708.1,4,
1708.2,60,1708.2,364,1708.2,17,1708.2,4,
1708.3,60,1708.3,364,1708.3,17,1708.3,4,
1708.4,60,1708.4,364,1708.4,17,1708.4,4,
1708.5,60,1708.5,366,1708.5,16,1708.5,4,
1708.6,60,1708.6,366,1708.6,16,1708.6,4,
1708.7,60,1708.7,366,1708.7,16,1708.7,4,
1708.8,60,1708.8,366,1708.8,16,1708.8,4,
1708.9,60,1708.9,366,1708.9,16,1708.9,4,
1709,60,1709,366,1709,16,1709,4,
1709.1,60,1709.1,369,1709.1,15,1709.1,4,
1709.2,60,1709.2,369,1709.2,15,1709.2,4,
1709.3,60,1709.3,369,1709.3,15,1709.3,4,
1709.4,60,1709.4,369,1709.4,15,1709.4,4,
1709.5,60,1709.5,369,1709.5,15,1709.5,4,
1709.6,60,1709.6,369,1709.6,15,1709.6,4,
1709.7,60,1709.7,369,1709.7,15,1709.7,4,
1709.8,60,1709.8,369,1709.8,15,1709.8,4,
1709.9,60,1709.9,369,1709.9,15,1709.9,4,
1710,60,1710,369,1710,15,1710,4,
1710.1,60,1710.1,370,1710.1,15,1710.1,4,
1710.2,60,1710.2,370,1710.2,15,1710.2,4,
1710.3,60,1710.3,370,1710.3,15,1710.3,4,
1710.4,60,1710.4,370,1710.4,15,1710.4,4,
1710.5,60,1710.5,370,1710.5,15,1710.5,4,
1710.6,60,1710.6,370,1710.6,15,1710.6,4,
1710.7,60,1710.7,370,1710.7,15,1710.7,4,
1710.8,60,1710.8,370,1710.8,15,1710.8,4,
1710.9,60,1710.9,370,1710.9,15,1710.9,4,
1711,60,1711,370,1711,15,1711,4,
1711.1,60,1711.1,370,1711.1,15,1711.1,4,
1711.2,59,1711.2,370,1711.2,15,1711.2,4,
1711.3,59,1711.3,370,1711.3,15,1711.3,4,
1711.4,59,1711.4,370,1711.4,15,1711.4,4,
1711.5,59,1711.5,370,1711.5,15,1711.5,4,
1711.6,59,1711.6,370,1711.6,15,1711.6,4,
1711.7,59,1711.7,370,1711.7,15,1711.7,4,
1711.8,59,1711.8,370,1711.8,15,1711.8,4,
1711.9,59,1711.9,370,1711.9,15,1711.9,4,
1712,59,1712,370,1712,15,1712,4,
1712.1,59,1712.1,370,1712.1,15,1712.1,4,
1712.2,59,1712.2,370,1712.2,15,1712.2,4,
1712.3,59,1712.3,370,1712.3,15,1712.3,4,
1712.4,59,1712.4,370,1712.4,15,1712.4,4,
1712.5,59,1712.5,370,1712.5,15,1712.5,4,
1712.6,59,1712.6,370,1712.6,15,1712.6,4,
1712.7,59,1712.7,370,1712.7,15,1712.7,4,
1712.8,59,1712.8,370,1712.8,15,1712.8,4,
1712.9,59,1712.9,370,1712.9,15,1712.9,4,
1713,59,1713,370,1713,15,1713,4,
1713.1,59,1713.1,370,1713.1,15,1713.1,4,
1713.2,59,1713.2,370,1713.2,15,1713.2,4,
1713.3,59,1713.3,370,1713.3,15,1713.3,4,
1713.4,59,1713.4,371,1713.4,15,1713.4,4,
1713.5,59,1713.5,371,1713.5,15,1713.5,4,
1713.6,59,1713.6,372,1713.6,15,1713.6,4,
1713.7,59,1713.7,372,1713.7,15,1713.7,4,
1713.8,59,1713.8,372,1713.8,15,1713.8,4,
1713.9,59,1713.9,372,1713.9,15,1713.9,4,
1714,59,1714,372,1714,15,1714,4,
1714.1,59,1714.1,372,1714.1,15,1714.1,4,
1714.2,59,1714.2,372,1714.2,15,1714.2,4,
1714.3,59,1714.3,372,1714.3,15,1714.3,4,
1714.4,59,1714.4,372,1714.4,15,1714.4,4,
1714.5,59,1714.5,372,1714.5,15,1714.5,4,
1714.6,59,1714.6,372,1714.6,15,1714.6,4,
1714.7,59,1714.7,372,1714.7,15,1714.7,4,
1714.8,59,1714.8,372,1714.8,15,1714.8,4,
1714.9,59,1714.9,372,1714.9,15,1714.9,4,
1715,59,1715,372,1715,15,1715,4,
1715.1,59,1715.1,372,1715.1,15,1715.1,4,
1715.2,59,1715.2,372,1715.2,15,1715.2,4,
1715.3,59,1715.3,372,1715.3,15,1715.3,4,
1715.4,59,1715.4,372,1715.4,15,1715.4,4,
1715.5,59,1715.5,372,1715.5,15,1715.5,4,
1715.6,59,1715.6,372,1715.6,15,1715.6,4,
1715.7,58,1715.7,372,1715.7,15,1715.7,4,
1715.8,58,1715.8,372,1715.8,15,1715.8,4,
1715.9,58,1715.9,372,1715.9,15,1715.9,4,
1716,58,1716,372,1716,15,1716,4,
1716.1,58,1716.1,372,1716.1,15,1716.1,4,
1716.2,58,1716.2,372,1716.2,16,1716.2,4,
1716.3,58,1716.3,372,1716.3,16,1716.3,4,
1716.4,58,1716.4,372,1716.4,16,1716.4,4,
1716.5,58,1716.5,372,1716.5,16,1716.5,4,
1716.6,58,1716.6,372,1716.6,16,1716.6,4,
1716.7,58,1716.7,372,1716.7,16,1716.7,4,
1716.8,58,1716.8,373,1716.8,15,1716.8,4,
1716.9,58,1716.9,373,1716.9,15,1716.9,4,
1717,57,1717,373,1717,15,1717,4,
1717.1,57,1717.1,373,1717.1,15,1717.1,4,
1717.2,57,1717.2,373,1717.2,15,1717.2,4,
1717.3,57,1717.3,374,1717.3,15,1717.3,4,
1717.4,58,1717.4,372,1717.4,15,1717.4,4,
1717.5,58,1717.5,372,1717.5,15,1717.5,4,
1717.6,58,1717.6,372,1717.6,15,1717.6,4,
1717.7,58,1717.7,372,1717.7,15,1717.7,4,
1717.8,58,1717.8,372,1717.8,15,1717.8,4,
1717.9,58,1717.9,372,1717.9,15,1717.9,4,
1718,58,1718,372,1718,16,1718,4,
1718.1,58,1718.1,372,1718.1,16,1718.1,4,
1718.2,58,1718.2,372,1718.2,17,1718.2,4,
1718.3,58,1718.3,372,1718.3,17,1718.3,4,
1718.4,58,1718.4,373,1718.4,16,1718.4,4,
1718.5,58,1718.5,373,1718.5,16,1718.5,4,
1718.6,58,1718.6,373,1718.6,16,1718.6,4,
1718.7,58,1718.7,373,1718.7,16,1718.7,4,
1718.8,58,1718.8,373,1718.8,16,1718.8,4,
1718.9,58,1718.9,374,1718.9,16,1718.9,4,
1719,58,1719,375,1719,16,1719,4,
1719.1,58,1719.1,375,1719.1,16,1719.1,4,
1719.2,58,1719.2,375,1719.2,16,1719.2,4,
1719.3,58,1719.3,375,1719.3,16,1719.3,4,
1719.4,58,1719.4,375,1719.4,16,1719.4,4,
1719.5,58,1719.5,375,1719.5,16,1719.5,4,
1719.6,58,1719.6,375,1719.6,16,1719.6,4,
1719.7,58,1719.7,375,1719.7,16,1719.7,4,
1719.8,58,1719.8,375,1719.8,16,1719.8,4,
1719.9,58,1719.9,375,1719.9,16,1719.9,4,
1720,58,1720,375,1720,16,1720,4,
1720.1,58,1720.1,375,1720.1,16,1720.1,4,
1720.2,58,1720.2,375,1720.2,16,1720.2,4,
1720.3,58,1720.3,375,1720.3,16,1720.3,4,
1720.4,59,1720.4,375,1720.4,16,1720.4,4,
1720.5,59,1720.5,375,1720.5,16,1720.5,4,
1720.6,59,1720.6,375,1720.6,16,1720.6,4,
1720.7,59,1720.7,375,1720.7,16,1720.7,4,
1720.8,59,1720.8,375,1720.8,16,1720.8,4,
1720.9,59,1720.9,375,1720.9,16,1720.9,4,
1721,59,1721,375,1721,16,1721,4,
1721.1,59,1721.1,375,1721.1,16,1721.1,4,
1721.2,59,1721.2,375,1721.2,16,1721.2,4,
1721.3,59,1721.3,375,1721.3,16,1721.3,4,
1721.4,59,1721.4,375,1721.4,16,1721.4,4,
1721.5,59,1721.5,375,1721.5,16,1721.5,4,
1721.6,59,1721.6,375,1721.6,16,1721.6,4,
1721.7,59,1721.7,375,1721.7,16,1721.7,4,
1721.8,59,1721.8,375,1721.8,16,1721.8,4,
1721.9,59,1721.9,375,1721.9,16,1721.9,4,
1722,59,1722,375,1722,16,1722,4,
1722.1,59,1722.1,375,1722.1,16,1722.1,4,
1722.2,59,1722.2,375,1722.2,16,1722.2,4,
1722.3,59,1722.3,375,1722.3,16,1722.3,4,
1722.4,59,1722.4,375,1722.4,16,1722.4,4,
1722.5,59,1722.5,375,1722.5,16,1722.5,4,
1722.6,59,1722.6,375,1722.6,16,1722.6,4,
1722.7,59,1722.7,375,1722.7,16,1722.7,4,
1722.8,59,1722.8,375,1722.8,16,1722.8,4,
1722.9,59,1722.9,375,1722.9,16,1722.9,4,
1723,59,1723,375,1723,17,1723,4,
1723.1,59,1723.1,376,1723.1,16,1723.1,4,
1723.2,59,1723.2,377,1723.2,16,1723.2,4,
1723.3,59,1723.3,377,1723.3,16,1723.3,4,
1723.4,59,1723.4,377,1723.4,16,1723.4,4,
1723.5,59,1723.5,377,1723.5,16,1723.5,4,
1723.6,59,1723.6,377,1723.6,16,1723.6,4,
1723.7,59,1723.7,377,1723.7,16,1723.7,4,
1723.8,59,1723.8,377,1723.8,16,1723.8,4,
1723.9,59,1723.9,377,1723.9,16,1723.9,4,
1724,59,1724,377,1724,16,1724,4,
1724.1,59,1724.1,377,1724.1,16,1724.1,4,
1724.2,59,1724.2,377,1724.2,16,1724.2,4,
1724.3,59,1724.3,377,1724.3,16,1724.3,4,
1724.4,58,1724.4,377,1724.4,16,1724.4,4,
1724.5,58,1724.5,377,1724.5,16,1724.5,4,
1724.6,58,1724.6,377,1724.6,16,1724.6,4,
1724.7,57,1724.7,377,1724.7,16,1724.7,4,
1724.8,57,1724.8,377,1724.8,16,1724.8,4,
1724.9,57,1724.9,377,1724.9,16,1724.9,4,
1725,57,1725,377,1725,16,1725,4,
1725.1,57,1725.1,377,1725.1,16,1725.1,4,
1725.2,57,1725.2,377,1725.2,16,1725.2,4,
1725.3,57,1725.3,377,1725.3,16,1725.3,4,
1725.4,57,1725.4,377,1725.4,16,1725.4,4,
1725.5,57,1725.5,377,1725.5,16,1725.5,4,
1725.6,57,1725.6,377,1725.6,16,1725.6,4,
1725.7,57,1725.7,377,1725.7,16,1725.7,4,
1725.8,57,1725.8,377,1725.8,16,1725.8,4,
1725.9,57,1725.9,377,1725.9,16,1725.9,4,
1726,57,1726,377,1726,16,1726,4,
1726.1,57,1726.1,377,1726.1,16,1726.1,4,
1726.2,57,1726.2,377,1726.2,16,1726.2,4,
1726.3,57,1726.3,377,1726.3,16,1726.3,4,
1726.4,57,1726.4,377,1726.4,16,1726.4,4,
1726.5,56,1726.5,377,1726.5,16,1726.5,4,
1726.6,56,1726.6,377,1726.6,16,1726.6,4,
1726.7,56,1726.7,377,1726.7,16,1726.7,4,
1726.8,57,1726.8,376,1726.8,16,1726.8,4,
1726.9,57,1726.9,376,1726.9,16,1726.9,4,
1727,57,1727,376,1727,16,1727,4,
1727.1,57,1727.1,376,1727.1,16,1727.1,4,
1727.2,57,1727.2,376,1727.2,16,1727.2,4,
1727.3,57,1727.3,376,1727.3,16,1727.3,4,
1727.4,57,1727.4,376,1727.4,16,1727.4,4,
1727.5,57,1727.5,376,1727.5,16,1727.5,4,
1727.6,57,1727.6,376,1727.6,16,1727.6,4,
1727.7,57,1727.7,376,1727.7,16,1727.7,4,
1727.8,57,1727.8,376,1727.8,16,1727.8,4,
1727.9,57,1727.9,376,1727.9,16,1727.9,4,
1728,57,1728,376,1728,16,1728,4,
1728.1,57,1728.1,376,1728.1,16,1728.1,4,
1728.2,57,1728.2,376,1728.2,16,1728.2,4,
1728.3,57,1728.3,376,1728.3,16,1728.3,4,
1728.4,57,1728.4,376,1728.4,16,1728.4,4,
1728.5,57,1728.5,376,1728.5,16,1728.5,4,
1728.6,57,1728.6,376,1728.6,16,1728.6,4,
1728.7,57,1728.7,376,1728.7,16,1728.7,4,
1728.8,57,1728.8,376,1728.8,16,1728.8,4,
1728.9,57,1728.9,376,1728.9,16,1728.9,4,
1729,57,1729,376,1729,16,1729,4,
1729.1,57,1729.1,376,1729.1,16,1729.1,4,
1729.2,57,1729.2,376,1729.2,16,1729.2,4,
1729.3,57,1729.3,376,1729.3,16,1729.3,4,
1729.4,57,1729.4,376,1729.4,16,1729.4,4,
1729.5,57,1729.5,377,1729.5,16,1729.5,4,
1729.6,57,1729.6,377,1729.6,16,1729.6,4,
1729.7,57,1729.7,377,1729.7,16,1729.7,4,
1729.8,57,1729.8,377,1729.8,16,1729.8,4,
1729.9,57,1729.9,377,1729.9,16,1729.9,4,
1730,57,1730,377,1730,16,1730,4,
1730.1,57,1730.1,376,1730.1,16,1730.1,4,
1730.2,57,1730.2,376,1730.2,16,1730.2,4,
1730.3,57,1730.3,376,1730.3,16,1730.3,4,
1730.4,57,1730.4,376,1730.4,16,1730.4,4,
1730.5,56,1730.5,376,1730.5,16,1730.5,4,
1730.6,56,1730.6,376,1730.6,16,1730.6,4,
1730.7,56,1730.7,376,1730.7,16,1730.7,4,
1730.8,56,1730.8,376,1730.8,16,1730.8,4,
1730.9,56,1730.9,376,1730.9,16,1730.9,4,
1731,56,1731,376,1731,16,1731,4,
1731.1,56,1731.1,375,1731.1,16,1731.1,4,
1731.2,56,1731.2,375,1731.2,16,1731.2,4,
1731.3,56,1731.3,375,1731.3,16,1731.3,4,
1731.4,56,1731.4,375,1731.4,16,1731.4,4,
1731.5,56,1731.5,375,1731.5,16,1731.5,4,
1731.6,56,1731.6,375,1731.6,16,1731.6,4,
1731.7,56,1731.7,375,1731.7,16,1731.7,4,
1731.8,56,1731.8,376,1731.8,16,1731.8,4,
1731.9,56,1731.9,376,1731.9,16,1731.9,4,
1732,56,1732,376,1732,16,1732,4,
1732.1,56,1732.1,376,1732.1,16,1732.1,4,
1732.2,56,1732.2,376,1732.2,16,1732.2,4,
1732.3,56,1732.3,376,1732.3,16,1732.3,4,
1732.4,56,1732.4,376,1732.4,16,1732.4,4,
1732.5,56,1732.5,376,1732.5,16,1732.5,4,
1732.6,56,1732.6,376,1732.6,16,1732.6,4,
1732.7,56,1732.7,376,1732.7,16,1732.7,4,
1732.8,56,1732.8,376,1732.8,16,1732.8,4,
1732.9,56,1732.9,376,1732.9,16,1732.9,4,
1733,56,1733,376,1733,16,1733,4,
1733.1,57,1733.1,375,1733.1,16,1733.1,4,
1733.2,57,1733.2,375,1733.2,17,1733.2,4,
